act,scene,scene_line,role,file_name,file_lineno,line
II,I,67,MACBETH,1533-0.txt,1084,"Which now suits with it.— Whiles I threat, he lives."
II,I,68,MACBETH,1533-0.txt,1085,Words to the heat of deeds too cold breath gives.
II,I,68,---,1533-0.txt,1087,[A bell rings.]
II,I,69,MACBETH,1533-0.txt,1089,"I go, and it is done. The bell invites me."
II,I,70,MACBETH,1533-0.txt,1090,"Hear it not, Duncan, for it is a knell"
II,I,71,MACBETH,1533-0.txt,1091,That summons thee to heaven or to hell.
II,I,71,---,1533-0.txt,1093,[Exit.]
II,II,0,---,1533-0.txt,1097,Enter Lady Macbeth.
II,II,1,LADY MACBETH,1533-0.txt,1100,That which hath made them drunk hath made me bold:
II,II,2,LADY MACBETH,1533-0.txt,1101,What hath quench’d them hath given me fire.— Hark!— Peace!
II,II,3,LADY MACBETH,1533-0.txt,1102,"It was the owl that shriek’d, the fatal bellman,"
II,II,4,LADY MACBETH,1533-0.txt,1103,Which gives the stern’st good night. He is about it.
II,II,5,LADY MACBETH,1533-0.txt,1104,The doors are open; and the surfeited grooms
II,II,6,LADY MACBETH,1533-0.txt,1105,"Do mock their charge with snores: I have drugg’d their possets,"
II,II,7,LADY MACBETH,1533-0.txt,1106,"That death and nature do contend about them,"
II,II,8,LADY MACBETH,1533-0.txt,1107,Whether they live or die.
II,II,9,MACBETH,1533-0.txt,1110,"[Within.] Who’s there?— what, ho!"
II,II,10,LADY MACBETH,1533-0.txt,1113,"Alack! I am afraid they have awak’d,"
II,II,11,LADY MACBETH,1533-0.txt,1114,And ’tis not done. Th’ attempt and not the deed
II,II,12,LADY MACBETH,1533-0.txt,1115,Confounds us.— Hark!— I laid their daggers ready;
II,II,13,LADY MACBETH,1533-0.txt,1116,He could not miss ’em.— Had he not resembled
II,II,14,LADY MACBETH,1533-0.txt,1117,"My father as he slept, I had done’t.— My husband!"
II,II,14,---,1533-0.txt,1119,Enter Macbeth.
II,II,15,MACBETH,1533-0.txt,1122,I have done the deed.— Didst thou not hear a noise?
II,II,16,LADY MACBETH,1533-0.txt,1125,I heard the owl scream and the crickets cry.
II,II,17,LADY MACBETH,1533-0.txt,1126,Did not you speak?
II,II,18,MACBETH,1533-0.txt,1129,When?
II,II,19,LADY MACBETH,1533-0.txt,1132,Now.
II,II,20,MACBETH,1533-0.txt,1135,As I descended?
II,II,21,LADY MACBETH,1533-0.txt,1138,Ay.
II,II,22,MACBETH,1533-0.txt,1141,Hark!— Who lies i’ th’ second chamber?
II,II,23,LADY MACBETH,1533-0.txt,1144,Donalbain.
II,II,24,MACBETH,1533-0.txt,1147,This is a sorry sight.
II,II,24,---,1533-0.txt,1149,[Looking on his hands.]
II,II,25,LADY MACBETH,1533-0.txt,1152,"A foolish thought, to say a sorry sight."
II,II,26,MACBETH,1533-0.txt,1155,"There’s one did laugh in’s sleep, and one cried, “Murder!”"
II,II,27,MACBETH,1533-0.txt,1156,That they did wake each other: I stood and heard them.
II,II,28,MACBETH,1533-0.txt,1157,"But they did say their prayers, and address’d them"
II,II,29,MACBETH,1533-0.txt,1158,Again to sleep.
II,II,30,LADY MACBETH,1533-0.txt,1161,There are two lodg’d together.
II,II,31,MACBETH,1533-0.txt,1164,"One cried, “God bless us!” and, “Amen,” the other,"
II,II,32,MACBETH,1533-0.txt,1165,As they had seen me with these hangman’s hands.
II,II,33,MACBETH,1533-0.txt,1166,"List’ning their fear, I could not say “Amen,”"
II,II,34,MACBETH,1533-0.txt,1167,"When they did say, “God bless us.”"
II,II,35,LADY MACBETH,1533-0.txt,1170,Consider it not so deeply.
II,II,36,MACBETH,1533-0.txt,1173,But wherefore could not I pronounce “Amen”?
II,II,37,MACBETH,1533-0.txt,1174,"I had most need of blessing, and “Amen”"
II,II,38,MACBETH,1533-0.txt,1175,Stuck in my throat.
II,II,39,LADY MACBETH,1533-0.txt,1178,These deeds must not be thought
II,II,40,LADY MACBETH,1533-0.txt,1179,"After these ways; so, it will make us mad."
II,II,41,MACBETH,1533-0.txt,1182,"Methought I heard a voice cry, “Sleep no more!"
II,II,42,MACBETH,1533-0.txt,1183,"Macbeth does murder sleep,”— the innocent sleep;"
II,II,43,MACBETH,1533-0.txt,1184,"Sleep that knits up the ravell’d sleave of care,"
II,II,44,MACBETH,1533-0.txt,1185,"The death of each day’s life, sore labour’s bath,"
II,II,45,MACBETH,1533-0.txt,1186,"Balm of hurt minds, great nature’s second course,"
II,II,46,MACBETH,1533-0.txt,1187,Chief nourisher in life’s feast.
II,II,47,LADY MACBETH,1533-0.txt,1190,What do you mean?
II,II,48,MACBETH,1533-0.txt,1193,"Still it cried, “Sleep no more!” to all the house:"
II,II,49,MACBETH,1533-0.txt,1194,"“Glamis hath murder’d sleep, and therefore Cawdor"
II,II,50,MACBETH,1533-0.txt,1195,Shall sleep no more. Macbeth shall sleep no more!”
II,II,51,LADY MACBETH,1533-0.txt,1198,"Who was it that thus cried? Why, worthy thane,"
II,II,52,LADY MACBETH,1533-0.txt,1199,You do unbend your noble strength to think
II,II,53,LADY MACBETH,1533-0.txt,1200,"So brainsickly of things. Go get some water,"
II,II,54,LADY MACBETH,1533-0.txt,1201,And wash this filthy witness from your hand.— 
II,II,55,LADY MACBETH,1533-0.txt,1202,Why did you bring these daggers from the place?
II,II,56,LADY MACBETH,1533-0.txt,1203,"They must lie there: go carry them, and smear"
II,II,57,LADY MACBETH,1533-0.txt,1204,The sleepy grooms with blood.
II,II,58,MACBETH,1533-0.txt,1207,I’ll go no more:
II,II,59,MACBETH,1533-0.txt,1208,I am afraid to think what I have done;
II,II,60,MACBETH,1533-0.txt,1209,Look on’t again I dare not.
II,II,61,LADY MACBETH,1533-0.txt,1212,Infirm of purpose!
II,II,62,LADY MACBETH,1533-0.txt,1213,Give me the daggers. The sleeping and the dead
II,II,63,LADY MACBETH,1533-0.txt,1214,Are but as pictures. ’Tis the eye of childhood
II,II,64,LADY MACBETH,1533-0.txt,1215,"That fears a painted devil. If he do bleed,"
II,II,65,LADY MACBETH,1533-0.txt,1216,"I’ll gild the faces of the grooms withal,"
II,II,66,LADY MACBETH,1533-0.txt,1217,For it must seem their guilt.
II,II,66,---,1533-0.txt,1219,[Exit. Knocking within.]
II,II,67,MACBETH,1533-0.txt,1222,Whence is that knocking?
II,II,68,MACBETH,1533-0.txt,1223,"How is’t with me, when every noise appals me?"
II,II,69,MACBETH,1533-0.txt,1224,"What hands are here? Ha, they pluck out mine eyes!"
II,II,70,MACBETH,1533-0.txt,1225,Will all great Neptune’s ocean wash this blood
II,II,71,MACBETH,1533-0.txt,1226,"Clean from my hand? No, this my hand will rather"
II,II,72,MACBETH,1533-0.txt,1227,"The multitudinous seas incarnadine,"
II,II,73,MACBETH,1533-0.txt,1228,Making the green one red.
II,II,73,---,1533-0.txt,1230,Enter Lady Macbeth.
II,II,74,LADY MACBETH,1533-0.txt,1233,"My hands are of your color, but I shame"
II,II,75,LADY MACBETH,1533-0.txt,1234,To wear a heart so white. [Knocking within.] I hear knocking
II,II,76,LADY MACBETH,1533-0.txt,1235,At the south entry:— retire we to our chamber.
II,II,77,LADY MACBETH,1533-0.txt,1236,A little water clears us of this deed:
II,II,78,LADY MACBETH,1533-0.txt,1237,How easy is it then! Your constancy
II,II,79,LADY MACBETH,1533-0.txt,1238,"Hath left you unattended.— [Knocking within.] Hark, more knocking."
II,II,80,LADY MACBETH,1533-0.txt,1239,"Get on your nightgown, lest occasion call us"
II,II,81,LADY MACBETH,1533-0.txt,1240,And show us to be watchers. Be not lost
II,II,82,LADY MACBETH,1533-0.txt,1241,So poorly in your thoughts.
II,II,83,MACBETH,1533-0.txt,1244,"To know my deed, ’twere best not know myself. [Knocking within.]"
II,II,84,MACBETH,1533-0.txt,1245,Wake Duncan with thy knocking! I would thou couldst!
II,II,84,---,1533-0.txt,1247,[Exeunt.]
II,III,0,---,1533-0.txt,1251,Enter a Porter. Knocking within.
II,III,1,PORTER,1533-0.txt,1254,"Here’s a knocking indeed! If a man were porter of hell gate, he should"
II,III,2,PORTER,1533-0.txt,1255,"have old turning the key. [Knocking.] Knock, knock, knock. Who’s"
II,III,3,PORTER,1533-0.txt,1256,"there, i’ th’ name of Belzebub? Here’s a farmer that hanged himself on"
II,III,4,PORTER,1533-0.txt,1257,the expectation of plenty: come in time; have napkins enow about you;
II,III,5,PORTER,1533-0.txt,1258,"here you’ll sweat for’t. [Knocking.] Knock, knock! Who’s there, i’"
II,III,6,PORTER,1533-0.txt,1259,"th’ other devil’s name? Faith, here’s an equivocator, that could swear"
II,III,7,PORTER,1533-0.txt,1260,"in both the scales against either scale, who committed treason enough"
II,III,8,PORTER,1533-0.txt,1261,"for God’s sake, yet could not equivocate to heaven: O, come in,"
II,III,9,PORTER,1533-0.txt,1262,"equivocator. [Knocking.] Knock, knock, knock! Who’s there? Faith,"
II,III,10,PORTER,1533-0.txt,1263,"here’s an English tailor come hither, for stealing out of a French"
II,III,11,PORTER,1533-0.txt,1264,"hose: come in, tailor; here you may roast your goose. [Knocking.]"
II,III,12,PORTER,1533-0.txt,1265,"Knock, knock. Never at quiet! What are you?— But this place is too cold"
II,III,13,PORTER,1533-0.txt,1266,for hell. I’ll devil-porter it no further: I had thought to have let in
II,III,14,PORTER,1533-0.txt,1267,"some of all professions, that go the primrose way to th’ everlasting"
II,III,15,PORTER,1533-0.txt,1268,"bonfire. [Knocking.] Anon, anon! I pray you, remember the porter."
II,III,15,---,1533-0.txt,1270,[Opens the gate.]
II,III,15,---,1533-0.txt,1272,Enter Macduff and Lennox.
II,III,16,MACDUFF,1533-0.txt,1275,"Was it so late, friend, ere you went to bed,"
II,III,17,MACDUFF,1533-0.txt,1276,That you do lie so late?
II,III,18,PORTER,1533-0.txt,1279,"Faith, sir, we were carousing till the second cock; and drink, sir, is"
II,III,19,PORTER,1533-0.txt,1280,a great provoker of three things.
II,III,20,MACDUFF,1533-0.txt,1283,What three things does drink especially provoke?
II,III,21,PORTER,1533-0.txt,1286,"Marry, sir, nose-painting, sleep, and urine. Lechery, sir, it provokes"
II,III,22,PORTER,1533-0.txt,1287,"and unprovokes; it provokes the desire, but it takes away the"
II,III,23,PORTER,1533-0.txt,1288,performance. Therefore much drink may be said to be an equivocator with
II,III,24,PORTER,1533-0.txt,1289,"lechery: it makes him, and it mars him; it sets him on, and it takes"
II,III,25,PORTER,1533-0.txt,1290,"him off; it persuades him, and disheartens him; makes him stand to, and"
II,III,26,PORTER,1533-0.txt,1291,"not stand to; in conclusion, equivocates him in a sleep, and giving him"
II,III,27,PORTER,1533-0.txt,1292,"the lie, leaves him."
II,III,28,MACDUFF,1533-0.txt,1295,I believe drink gave thee the lie last night.
II,III,29,PORTER,1533-0.txt,1298,"That it did, sir, i’ the very throat on me; but I requited him for his"
II,III,30,PORTER,1533-0.txt,1299,"lie; and (I think) being too strong for him, though he took up my legs"
II,III,31,PORTER,1533-0.txt,1300,"sometime, yet I made a shift to cast him."
II,III,32,MACDUFF,1533-0.txt,1303,Is thy master stirring?
II,III,32,---,1533-0.txt,1305,Enter Macbeth.
II,III,33,MACDUFF,1533-0.txt,1307,Our knocking has awak’d him; here he comes.
II,III,34,LENNOX,1533-0.txt,1310,"Good morrow, noble sir!"
II,III,35,MACBETH,1533-0.txt,1313,"Good morrow, both!"
II,III,36,MACDUFF,1533-0.txt,1316,"Is the King stirring, worthy thane?"
II,III,37,MACBETH,1533-0.txt,1319,Not yet.
II,III,38,MACDUFF,1533-0.txt,1322,He did command me to call timely on him.
II,III,39,MACDUFF,1533-0.txt,1323,I have almost slipp’d the hour.
II,III,40,MACBETH,1533-0.txt,1326,I’ll bring you to him.
II,III,41,MACDUFF,1533-0.txt,1329,I know this is a joyful trouble to you;
II,III,42,MACDUFF,1533-0.txt,1330,But yet ’tis one.
II,III,43,MACBETH,1533-0.txt,1333,The labour we delight in physics pain.
II,III,44,MACBETH,1533-0.txt,1334,This is the door.
II,III,45,MACDUFF,1533-0.txt,1337,I’ll make so bold to call.
II,III,46,MACDUFF,1533-0.txt,1338,For ’tis my limited service.
II,III,46,---,1533-0.txt,1340,[Exit Macduff.]
II,III,47,LENNOX,1533-0.txt,1343,Goes the King hence today?
II,III,48,MACBETH,1533-0.txt,1346,He does. He did appoint so.
II,III,49,LENNOX,1533-0.txt,1349,"The night has been unruly: where we lay,"
II,III,50,LENNOX,1533-0.txt,1350,"Our chimneys were blown down and, as they say,"
II,III,51,LENNOX,1533-0.txt,1351,"Lamentings heard i’ th’ air, strange screams of death,"
II,III,52,LENNOX,1533-0.txt,1352,"And prophesying, with accents terrible,"
II,III,53,LENNOX,1533-0.txt,1353,"Of dire combustion and confus’d events,"
II,III,54,LENNOX,1533-0.txt,1354,New hatch’d to the woeful time. The obscure bird
II,III,55,LENNOX,1533-0.txt,1355,Clamour’d the live-long night. Some say the earth
II,III,56,LENNOX,1533-0.txt,1356,"Was feverous, and did shake."
II,III,57,MACBETH,1533-0.txt,1359,’Twas a rough night.
II,III,58,LENNOX,1533-0.txt,1362,My young remembrance cannot parallel
II,III,59,LENNOX,1533-0.txt,1363,A fellow to it.
II,III,59,---,1533-0.txt,1365,Enter Macduff.
II,III,60,MACDUFF,1533-0.txt,1368,"O horror, horror, horror!"
II,III,61,MACDUFF,1533-0.txt,1369,Tongue nor heart cannot conceive nor name thee!
II,III,62,MACDUFF,1533-0.txt,1371,"MACBETH, LENNOX."
II,III,63,MACDUFF,1533-0.txt,1372,What’s the matter?
II,III,64,MACDUFF,1533-0.txt,1375,Confusion now hath made his masterpiece!
II,III,65,MACDUFF,1533-0.txt,1376,Most sacrilegious murder hath broke ope
II,III,66,MACDUFF,1533-0.txt,1377,"The Lord’s anointed temple, and stole thence"
II,III,67,MACDUFF,1533-0.txt,1378,The life o’ th’ building.
II,III,68,MACBETH,1533-0.txt,1381,What is’t you say? the life?
II,III,69,LENNOX,1533-0.txt,1384,Mean you his majesty?
II,III,70,MACDUFF,1533-0.txt,1387,"Approach the chamber, and destroy your sight"
II,III,71,MACDUFF,1533-0.txt,1388,With a new Gorgon. Do not bid me speak.
II,III,72,MACDUFF,1533-0.txt,1389,"See, and then speak yourselves."
II,III,72,---,1533-0.txt,1391,[Exeunt Macbeth and Lennox.]
II,III,73,MACDUFF,1533-0.txt,1393,"Awake, awake!— "
II,III,74,MACDUFF,1533-0.txt,1394,Ring the alarum bell.— Murder and treason!
II,III,75,MACDUFF,1533-0.txt,1395,Banquo and Donalbain! Malcolm! awake!
II,III,76,MACDUFF,1533-0.txt,1396,"Shake off this downy sleep, death’s counterfeit,"
II,III,77,MACDUFF,1533-0.txt,1397,"And look on death itself! Up, up, and see"
II,III,78,MACDUFF,1533-0.txt,1398,The great doom’s image. Malcolm! Banquo!
II,III,79,MACDUFF,1533-0.txt,1399,"As from your graves rise up, and walk like sprites"
II,III,80,MACDUFF,1533-0.txt,1400,To countenance this horror!
II,III,80,---,1533-0.txt,1402,[Alarum-bell rings.]
II,III,80,---,1533-0.txt,1404,Enter Lady Macbeth.
II,III,81,LADY MACBETH,1533-0.txt,1407,"What’s the business,"
II,III,82,LADY MACBETH,1533-0.txt,1408,That such a hideous trumpet calls to parley
II,III,83,LADY MACBETH,1533-0.txt,1409,"The sleepers of the house? Speak, speak!"
II,III,84,MACDUFF,1533-0.txt,1412,"O gentle lady,"
II,III,85,MACDUFF,1533-0.txt,1413,’Tis not for you to hear what I can speak:
II,III,86,MACDUFF,1533-0.txt,1414,"The repetition, in a woman’s ear,"
II,III,87,MACDUFF,1533-0.txt,1415,Would murder as it fell.
II,III,87,---,1533-0.txt,1417,Enter Banquo.
II,III,88,MACDUFF,1533-0.txt,1419,"O Banquo, Banquo!"
II,III,89,MACDUFF,1533-0.txt,1420,Our royal master’s murder’d!
II,III,90,LADY MACBETH,1533-0.txt,1423,"Woe, alas!"
II,III,91,LADY MACBETH,1533-0.txt,1424,"What, in our house?"
II,III,92,BANQUO,1533-0.txt,1427,Too cruel anywhere.— 
II,III,93,BANQUO,1533-0.txt,1428,"Dear Duff, I pr’ythee, contradict thyself,"
II,III,94,BANQUO,1533-0.txt,1429,And say it is not so.
II,III,94,---,1533-0.txt,1431,Enter Macbeth and Lennox with Ross.
II,III,95,MACBETH,1533-0.txt,1434,"Had I but died an hour before this chance,"
II,III,96,MACBETH,1533-0.txt,1435,"I had liv’d a blessed time; for, from this instant"
II,III,97,MACBETH,1533-0.txt,1436,There’s nothing serious in mortality.
II,III,98,MACBETH,1533-0.txt,1437,All is but toys: renown and grace is dead;
II,III,99,MACBETH,1533-0.txt,1438,"The wine of life is drawn, and the mere lees"
II,III,100,MACBETH,1533-0.txt,1439,Is left this vault to brag of.
II,III,100,---,1533-0.txt,1441,Enter Malcolm and Donalbain.
II,III,101,DONALBAIN,1533-0.txt,1444,What is amiss?
II,III,102,MACBETH,1533-0.txt,1447,"You are, and do not know’t:"
II,III,103,MACBETH,1533-0.txt,1448,"The spring, the head, the fountain of your blood"
II,III,104,MACBETH,1533-0.txt,1449,Is stopp’d; the very source of it is stopp’d.
II,III,105,MACDUFF,1533-0.txt,1452,Your royal father’s murder’d.
II,III,106,MALCOLM,1533-0.txt,1455,"O, by whom?"
II,III,107,LENNOX,1533-0.txt,1458,"Those of his chamber, as it seem’d, had done’t:"
II,III,108,LENNOX,1533-0.txt,1459,Their hands and faces were all badg’d with blood;
II,III,109,LENNOX,1533-0.txt,1460,"So were their daggers, which, unwip’d, we found"
II,III,110,LENNOX,1533-0.txt,1461,"Upon their pillows. They star’d, and were distracted;"
II,III,111,LENNOX,1533-0.txt,1462,No man’s life was to be trusted with them.
II,III,112,MACBETH,1533-0.txt,1465,"O, yet I do repent me of my fury,"
II,III,113,MACBETH,1533-0.txt,1466,That I did kill them.
II,III,114,MACDUFF,1533-0.txt,1469,Wherefore did you so?
II,III,115,MACBETH,1533-0.txt,1472,"Who can be wise, amaz’d, temperate, and furious,"
II,III,116,MACBETH,1533-0.txt,1473,"Loyal and neutral, in a moment? No man:"
II,III,117,MACBETH,1533-0.txt,1474,Th’ expedition of my violent love
II,III,118,MACBETH,1533-0.txt,1475,"Outrun the pauser, reason. Here lay Duncan,"
II,III,119,MACBETH,1533-0.txt,1476,His silver skin lac’d with his golden blood;
II,III,120,MACBETH,1533-0.txt,1477,And his gash’d stabs look’d like a breach in nature
II,III,121,MACBETH,1533-0.txt,1478,"For ruin’s wasteful entrance: there, the murderers,"
II,III,122,MACBETH,1533-0.txt,1479,"Steep’d in the colours of their trade, their daggers"
II,III,123,MACBETH,1533-0.txt,1480,"Unmannerly breech’d with gore. Who could refrain,"
II,III,124,MACBETH,1533-0.txt,1481,"That had a heart to love, and in that heart"
II,III,125,MACBETH,1533-0.txt,1482,Courage to make’s love known?
II,III,126,LADY MACBETH,1533-0.txt,1485,"Help me hence, ho!"
II,III,127,MACDUFF,1533-0.txt,1488,Look to the lady.
II,III,128,MALCOLM,1533-0.txt,1491,"Why do we hold our tongues,"
II,III,129,MALCOLM,1533-0.txt,1492,That most may claim this argument for ours?
II,III,130,DONALBAIN,1533-0.txt,1495,"What should be spoken here, where our fate,"
II,III,131,DONALBAIN,1533-0.txt,1496,"Hid in an auger hole, may rush, and seize us?"
II,III,132,DONALBAIN,1533-0.txt,1497,Let’s away. Our tears are not yet brew’d.
II,III,133,MALCOLM,1533-0.txt,1500,Nor our strong sorrow
II,III,134,MALCOLM,1533-0.txt,1501,Upon the foot of motion.
II,III,135,BANQUO,1533-0.txt,1504,Look to the lady:— 
II,III,135,---,1533-0.txt,1506,[Lady Macbeth is carried out.]
II,III,136,BANQUO,1533-0.txt,1508,"And when we have our naked frailties hid,"
II,III,137,BANQUO,1533-0.txt,1509,"That suffer in exposure, let us meet,"
II,III,138,BANQUO,1533-0.txt,1510,And question this most bloody piece of work
II,III,139,BANQUO,1533-0.txt,1511,To know it further. Fears and scruples shake us:
II,III,140,BANQUO,1533-0.txt,1512,In the great hand of God I stand; and thence
II,III,141,BANQUO,1533-0.txt,1513,Against the undivulg’d pretence I fight
II,III,142,BANQUO,1533-0.txt,1514,Of treasonous malice.
II,III,143,MACDUFF,1533-0.txt,1517,And so do I.
II,III,144,ALL,1533-0.txt,1520,So all.
II,III,145,MACBETH,1533-0.txt,1523,"Let’s briefly put on manly readiness,"
II,III,146,MACBETH,1533-0.txt,1524,And meet i’ th’ hall together.
II,III,147,ALL,1533-0.txt,1527,Well contented.
II,III,147,---,1533-0.txt,1529,[Exeunt all but Malcolm and Donalbain.]
II,III,148,MALCOLM,1533-0.txt,1532,What will you do? Let’s not consort with them:
II,III,149,MALCOLM,1533-0.txt,1533,To show an unfelt sorrow is an office
II,III,150,MALCOLM,1533-0.txt,1534,Which the false man does easy. I’ll to England.
II,III,151,DONALBAIN,1533-0.txt,1537,"To Ireland, I. Our separated fortune"
II,III,152,DONALBAIN,1533-0.txt,1538,"Shall keep us both the safer. Where we are,"
II,III,153,DONALBAIN,1533-0.txt,1539,"There’s daggers in men’s smiles: the near in blood,"
II,III,154,DONALBAIN,1533-0.txt,1540,The nearer bloody.
II,III,155,MALCOLM,1533-0.txt,1543,This murderous shaft that’s shot
II,III,156,MALCOLM,1533-0.txt,1544,Hath not yet lighted; and our safest way
II,III,157,MALCOLM,1533-0.txt,1545,Is to avoid the aim. Therefore to horse;
II,III,158,MALCOLM,1533-0.txt,1546,"And let us not be dainty of leave-taking,"
II,III,159,MALCOLM,1533-0.txt,1547,But shift away. There’s warrant in that theft
II,III,160,MALCOLM,1533-0.txt,1548,"Which steals itself, when there’s no mercy left."
II,III,160,---,1533-0.txt,1550,[Exeunt.]
II,IV,0,---,1533-0.txt,1554,Enter Ross and an Old Man.
II,IV,1,OLD MAN,1533-0.txt,1557,"Threescore and ten I can remember well,"
II,IV,2,OLD MAN,1533-0.txt,1558,Within the volume of which time I have seen
II,IV,3,OLD MAN,1533-0.txt,1559,"Hours dreadful and things strange, but this sore night"
II,IV,4,OLD MAN,1533-0.txt,1560,Hath trifled former knowings.
II,IV,5,ROSS,1533-0.txt,1563,"Ha, good father,"
II,IV,6,ROSS,1533-0.txt,1564,"Thou seest the heavens, as troubled with man’s act,"
II,IV,7,ROSS,1533-0.txt,1565,"Threatens his bloody stage: by the clock ’tis day,"
II,IV,8,ROSS,1533-0.txt,1566,And yet dark night strangles the travelling lamp.
II,IV,9,ROSS,1533-0.txt,1567,"Is’t night’s predominance, or the day’s shame,"
II,IV,10,ROSS,1533-0.txt,1568,"That darkness does the face of earth entomb,"
II,IV,11,ROSS,1533-0.txt,1569,When living light should kiss it?
II,IV,12,OLD MAN,1533-0.txt,1572,"’Tis unnatural,"
II,IV,13,OLD MAN,1533-0.txt,1573,"Even like the deed that’s done. On Tuesday last,"
II,IV,14,OLD MAN,1533-0.txt,1574,"A falcon, towering in her pride of place,"
II,IV,15,OLD MAN,1533-0.txt,1575,Was by a mousing owl hawk’d at and kill’d.
II,IV,16,ROSS,1533-0.txt,1578,And Duncan’s horses (a thing most strange and certain)
II,IV,17,ROSS,1533-0.txt,1579,"Beauteous and swift, the minions of their race,"
II,IV,18,ROSS,1533-0.txt,1580,"Turn’d wild in nature, broke their stalls, flung out,"
II,IV,19,ROSS,1533-0.txt,1581,"Contending ’gainst obedience, as they would make"
II,IV,20,ROSS,1533-0.txt,1582,War with mankind.
II,IV,21,OLD MAN,1533-0.txt,1585,’Tis said they eat each other.
II,IV,22,ROSS,1533-0.txt,1588,"They did so; to the amazement of mine eyes,"
II,IV,23,ROSS,1533-0.txt,1589,That look’d upon’t.
II,IV,24,ROSS,1533-0.txt,1590,Here comes the good Macduff.
II,IV,24,---,1533-0.txt,1592,Enter Macduff.
II,IV,25,ROSS,1533-0.txt,1594,"How goes the world, sir, now?"
II,IV,26,MACDUFF,1533-0.txt,1597,"Why, see you not?"
II,IV,27,ROSS,1533-0.txt,1600,Is’t known who did this more than bloody deed?
II,IV,28,MACDUFF,1533-0.txt,1603,Those that Macbeth hath slain.
II,IV,29,ROSS,1533-0.txt,1606,"Alas, the day!"
II,IV,30,ROSS,1533-0.txt,1607,What good could they pretend?
II,IV,31,MACDUFF,1533-0.txt,1610,They were suborn’d.
II,IV,32,MACDUFF,1533-0.txt,1611,"Malcolm and Donalbain, the King’s two sons,"
II,IV,33,MACDUFF,1533-0.txt,1612,Are stol’n away and fled; which puts upon them
II,IV,34,MACDUFF,1533-0.txt,1613,Suspicion of the deed.
II,IV,35,ROSS,1533-0.txt,1616,’Gainst nature still:
II,IV,36,ROSS,1533-0.txt,1617,"Thriftless ambition, that will ravin up"
II,IV,37,ROSS,1533-0.txt,1618,Thine own life’s means!— Then ’tis most like
II,IV,38,ROSS,1533-0.txt,1619,The sovereignty will fall upon Macbeth.
II,IV,39,MACDUFF,1533-0.txt,1622,He is already nam’d; and gone to Scone
II,IV,40,MACDUFF,1533-0.txt,1623,To be invested.
II,IV,41,ROSS,1533-0.txt,1626,Where is Duncan’s body?
II,IV,42,MACDUFF,1533-0.txt,1629,"Carried to Colmekill,"
II,IV,43,MACDUFF,1533-0.txt,1630,"The sacred storehouse of his predecessors,"
II,IV,44,MACDUFF,1533-0.txt,1631,And guardian of their bones.
II,IV,45,ROSS,1533-0.txt,1634,Will you to Scone?
II,IV,46,MACDUFF,1533-0.txt,1637,"No, cousin, I’ll to Fife."
II,IV,47,ROSS,1533-0.txt,1640,"Well, I will thither."
II,IV,48,MACDUFF,1533-0.txt,1643,"Well, may you see things well done there. Adieu!"
II,IV,49,MACDUFF,1533-0.txt,1644,Lest our old robes sit easier than our new!
II,IV,50,ROSS,1533-0.txt,1647,"Farewell, father."
II,IV,51,OLD MAN,1533-0.txt,1650,God’s benison go with you; and with those
II,IV,52,OLD MAN,1533-0.txt,1651,"That would make good of bad, and friends of foes!"
II,IV,52,---,1533-0.txt,1653,[Exeunt.]
III,I,0,---,1533-0.txt,1660,Enter Banquo.
III,I,1,BANQUO,1533-0.txt,1663,"Thou hast it now, King, Cawdor, Glamis, all,"
III,I,2,BANQUO,1533-0.txt,1664,"As the Weird Women promis’d; and, I fear,"
III,I,3,BANQUO,1533-0.txt,1665,Thou play’dst most foully for’t; yet it was said
III,I,4,BANQUO,1533-0.txt,1666,It should not stand in thy posterity;
III,I,5,BANQUO,1533-0.txt,1667,But that myself should be the root and father
III,I,6,BANQUO,1533-0.txt,1668,Of many kings. If there come truth from them
III,I,7,BANQUO,1533-0.txt,1669,"(As upon thee, Macbeth, their speeches shine)"
III,I,8,BANQUO,1533-0.txt,1670,"Why, by the verities on thee made good,"
III,I,9,BANQUO,1533-0.txt,1671,"May they not be my oracles as well,"
III,I,10,BANQUO,1533-0.txt,1672,And set me up in hope? But hush; no more.
III,I,10,---,1533-0.txt,1674,"Sennet sounded. Enter Macbeth as King, Lady Macbeth as Queen; Lennox, Ross, Lords, and Attendants."
III,I,11,MACBETH,1533-0.txt,1678,Here’s our chief guest.
III,I,12,LADY MACBETH,1533-0.txt,1681,"If he had been forgotten,"
III,I,13,LADY MACBETH,1533-0.txt,1682,"It had been as a gap in our great feast,"
III,I,14,LADY MACBETH,1533-0.txt,1683,And all-thing unbecoming.
III,I,15,MACBETH,1533-0.txt,1686,"Tonight we hold a solemn supper, sir,"
III,I,16,MACBETH,1533-0.txt,1687,And I’ll request your presence.
III,I,17,BANQUO,1533-0.txt,1690,Let your Highness
III,I,18,BANQUO,1533-0.txt,1691,"Command upon me, to the which my duties"
III,I,19,BANQUO,1533-0.txt,1692,Are with a most indissoluble tie
III,I,20,BANQUO,1533-0.txt,1693,For ever knit.
III,I,21,MACBETH,1533-0.txt,1696,Ride you this afternoon?
III,I,22,BANQUO,1533-0.txt,1699,"Ay, my good lord."
III,I,23,MACBETH,1533-0.txt,1702,We should have else desir’d your good advice
